"(0, 0)","(2, 0)","(3, 0)","(4, 0)","(5, 0)","(0, 1)","(1, 1)","(2, 1)","(3, 1)","(5, 1)","(0, 2)","(1, 2)","(2, 2)","(3, 2)","(4, 2)","(5, 2)","(0, 3)","(1, 3)","(2, 3)","(3, 3)","(4, 3)","(5, 3)","(0, 4)","(4, 4)","(5, 4)","(0, 5)","(1, 5)","(2, 5)","(3, 5)","(4, 5)","(5, 5)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9900000000000002,1.8860500000000002,0.00444999999999998,0.004449999999999982,1.8860500000000002,0.63805,-1.8019000000000003,0.742,1.05445,-0.406,-0.09950000000000002,-0.9459500000000001,-1.0495,0.742,1.7821000000000002,-0.7479500000000001,-0.09950000000000002,-0.09950000000000002,-0.9459500000000001,-1.0495,0.742,1.05445,-0.09950000000000002,-1.1435500000000003,0.63805,-0.09950000000000002,-0.09950000000000002,-0.09950000000000002,-0.09950000000000002,-0.8519000000000001,-0.09950000000000002
2.970100000000001,2.6809111000000003,0.14068390000000003,0.14068390000000003,2.6809111000000003,1.4108588499999999,-2.29047985,1.3697540500000003,1.18137295,0.41336360000000016,0.35183604999999996,-1.5908558000000006,-0.43252705,0.8576518000000002,2.4108341500000003,-0.26917115,-0.148505,-0.9026919500000001,-0.9949550000000003,-0.43252705,1.3619132500000002,0.58547215,-0.148505,-0.4623805,0.7350799000000001,-0.148505,-0.148505,-0.148505,-0.22299260000000004,-0.9753926000000004,0.36114699999999994
3.940399000000001,3.4026194962000007,0.34075955380000006,0.3407595538000001,3.4026194962000007,2.2152367210000006,-2.5387793641000003,1.9634800081000003,1.3639832218000003,1.2051275840000006,0.9447372539499999,-1.8720484502,0.01225801160000025,1.0814997793,2.9676402311500008,0.4894086082000002,0.12458565354999998,-1.4231603336000005,-0.5247481046000001,-0.2844109076499999,1.8745222117000007,0.9796076038,-0.19701995,0.10563253460000026,0.44069118339999996,-0.19701995,-0.19701995,-0.2043942224,-0.3378760016000001,-0.4025280704000001,0.4713729664000001
4.900995010000002,4.0654691669404,0.5904760925596001,0.5904760925596002,4.0654691669404,3.0387652863331014,-2.5970203001863004,2.5285698229027007,1.5993004263697,1.9334899026224006,1.6126636746032508,-1.9659707250777503,0.47681184799610027,1.3252846376978504,3.505890993433301,1.246708881623651,0.5696730118034498,-1.5722784552123503,-0.20934120769654985,-0.009824538191499949,2.3691955359896513,1.6701704694289004,0.009661887511599986,0.5387076397484007,0.7799352702916,-0.2450497505,-0.2457798034676,-0.2648349233492,-0.3776831002544001,0.04687716691840021,0.3058430619568
5.851985059900001,4.680790160907297,0.8785956459977033,0.8785956459977033,4.680790160907297,3.8753208015485345,-2.5056739019332057,3.0710773127089537,1.876316219985171,2.6026825809360323,2.3217247087788406,-1.8999820010102142,0.939199377088329,1.610933518986313,4.031293025212003,1.9518313905075795,1.1279716913882938,-1.571375965654995,0.17100678726593027,0.26345101155771455,2.891039913991677,2.387290668782368,0.40309407907562894,1.0069485125977642,1.4033206598816492,-0.09093991093360522,-0.29513618705741007,-0.32147208676104444,-0.3707028332881341,0.369544286889271,0.6026280367295921
6.793465209301001,5.257565002322175,1.1962269465137763,1.196226946513776,5.257565002322175,4.720367210502719,-2.2968003170196076,3.5948793969257244,2.1856397113668993,3.2225169584639137,3.0610066028955334,-1.711662245830249,1.4036774319451253,1.9281211940559884,4.5454978020078025,2.6036539212575764,1.7449089462004388,-1.4261868754133213,0.5643613361983258,0.579001970461663,3.405207502321575,3.0684051889766333,0.9231662072365032,1.5283202599568702,2.0793508577510975,0.23102897692678764,-0.3245766479212391,-0.370523955728956,-0.33883749615150777,0.7704638171181336,1.1576750226645338
7.725530557207991,5.802916884773921,1.53633714457367,1.5363371445736698,5.802916884773921,5.570357568221222,-1.9958564369441136,4.102986581879545,2.5196831333598806,3.8020498396150177,3.822115922067617,-1.4270621316303038,1.868573918239522,2.269994999563924,5.048679995606223,3.2099994517066928,2.4058707145011873,-1.1770187407400796,0.9778412205103252,0.9200593007058131,3.911127567974572,3.7029815620745237,1.5147547944235753,2.054083782491776,2.7373363503225825,0.6718864167028599,-0.32087470805503604,-0.4091329732005351,-0.27876525067446556,1.2414945610106307,1.7877316244773533
8.648275251635912,6.322496321646358,1.8933651674077583,1.893365167407758,6.322496321646358,6.422495813305163,-1.6230572271997623,4.597769015686107,2.87242332031105,4.348716040984719,4.598833519284502,-1.0673400038693313,2.333015726774028,2.630397179091754,5.54107400719592,3.7788327382590734,3.0987721556799026,-0.8452457266850608,1.404471558682309,1.2818439497146328,4.406235601935382,4.296116369626561,2.155371055180808,2.5719636269844823,3.3571119903116444,1.184435956339606,-0.27812017787285837,-0.4333976706890445,-0.18837828134097723,1.7262220267399726,2.4178637818187956
9.561792499119553,6.820787374160273,2.2629155000033023,2.262915500003302,6.820787374160273,7.274578419320076,-1.1944551058720758,5.081104329961932,3.2390942538506633,4.86846286285889,5.386234542163791,-0.6492082485824174,2.796175720770417,3.0044941533493765,6.023044375516902,4.3168538722599425,3.8153752637438147,-0.44951215534265154,1.840971679684958,1.658534574741821,4.890748685313947,4.854368373885819,2.8309910162242833,3.076717082845139,3.939502650856553,1.7467791377714084,-0.19591839059589822,-0.439434302647893,-0.07120598757301205,2.2077142571190143,3.0190971913741405
10.466174574128358,7.301350184877131,2.641515660544809,2.641515660544809,7.301350184877131,8.124871867334038,-0.7227958516717651,5.554482875984816,3.6159287358000625,5.366019247180996,6.180431711166058,-0.1859498278201973,3.2574079339017796,3.38846543858217,6.495064599944709,4.829472513914149,4.549118205125438,-0.004194585477826085,2.2842643903706885,2.045999685587598,5.365028537323523,5.383714855690652,3.53231343009751,3.568078712405114,4.489265505754037,2.3456800988200075,-0.07574022667472341,-0.4244772811358534,0.06866457333481546,2.6786011587896623,3.5875404328792126
11.361512828387074,7.76701306511946,3.026424121848261,3.026424121848261,7.76701306511946,8.972015788260222,-0.21819819493547138,6.01908950195139,3.999951152718192,5.845141157364526,6.978352225379799,0.311891810337678,3.7161994832454095,3.7793103396044523,6.9576670204533455,5.321016418039377,5.294849353588632,0.47923261332052036,2.732005788561077,2.440944627198806,5.829632902742756,5.889067826928409,4.252299677618655,4.046779679157987,5.011579243304753,2.9723162839796107,0.08021281942435035,-0.38688649634024674,0.22754060596890094,3.1378826358400396,4.125846298132417
12.247897700103204,8.220024629084415,3.4154781860136274,3.4154781860136274,8.220024629084417,9.814946101821713,0.3113064533420562,6.475867890395102,4.388812929316111,6.308812296732789,7.777570663838126,0.8359476487650025,4.172147898389772,4.174674096818986,7.411404629205789,5.7949414570434845,6.048489077224808,0.9916769728602621,3.182327537541778,2.8408160194058056,6.285143513157645,6.374396375324632,4.985476024210691,4.513846792296074,5.510919252251112,3.620021725910967,0.26948610196038253,-0.32594651598754354,0.40256077773784904,3.5860348093991563,4.638279925160637
13.125418723102172,8.662174284929563,3.8069735020174997,3.8069735020174997,8.662174284929565,10.65283398144295,0.8593452962763732,6.925571325118016,4.780662124474204,6.759404340987951,8.576175625590507,1.3795768487074704,4.624938922005735,4.572711540250321,7.85682440616337,6.254007601551047,6.806812404718218,1.5259213826837743,3.6337579417590407,3.24362151869988,6.732138493409298,6.8428880829381855,5.727527601955765,4.970285500831026,5.99097376766728,4.283558286134131,0.489546438535042,-0.24161699957200955,0.5915768770161263,4.024009889085441,5.1288552065043005
13.99416453587115,9.094887664571973,4.19956864450562,4.19956864450562,9.094887664571974,11.485037377191134,1.420863600000423,7.36880276831852,5.174040125107489,7.19880409317983,9.372664008258315,1.9375118148629156,5.07432904000029,4.971978972072311,8.294450124719726,6.700420606826184,7.567271740420478,2.076241328477565,4.085136373465524,3.64781128695992,7.171169380243557,7.29710165148683,6.475045889724071,5.417018354361496,6.454732029268376,4.958739228491213,0.7378729666894033,-0.13432945542146593,0.7929857826586018,4.452788892926695,5.60098486845587
14.854222890512439,9.519302204939683,4.592209541047132,4.592209541047133,9.519302204939684,12.311062509151915,1.991854145605791,7.806046499126685,5.567799812897626,7.62851424079061,10.165857009224379,2.505576282977937,5.520131380414856,5.371348916392413,8.724772057088973,7.1359450442214705,8.327857688361492,2.6380977606461435,4.535549808608541,4.052181615498469,7.60275087968425,7.739091952747646,7.225338304578386,5.854869437132256,6.904607795956927,5.6422009519843455,1.0120119571519124,-0.004833912508348526,1.0055722241786302,4.873281631114639,6.057471369557429
15.705680661607316,9.936327009164925,4.984069619362024,4.984069619362025,9.936327009164927,13.130533278106864,2.569142275139368,8.237693088204066,5.961040741399735,8.049733165988771,10.954833403176346,3.0804613338940707,5.962204422046,5.7699428921277995,9.148241571315243,7.561994271735898,9.086988340757463,3.2078937583185594,4.984281711526883,4.455800109923777,8.027355552470832,8.170510915434162,7.976280273488822,6.284566942785756,7.342549072651965,6.331235015230572,1.3096128069724384,0.1459123752451117,1.228389525691498,5.286297909988617,6.500593921464421
16.54862385499124,10.346690257482791,5.374502404758891,5.374502404758891,10.346690257482791,13.943166963764371,3.150215092175162,8.664059109895991,6.353057787665499,8.4634181581244,11.738876535230608,3.659547426607392,6.400442944233787,6.167078420531354,9.565269103704178,7.97970201592517,9.843421383124193,3.7827811116202543,5.430771595216424,4.8579468597009905,8.44541211599211,8.592688243537426,8.726198260030698,6.706750083085234,7.770129130552191,7.023657911001245,1.628450934779264,0.31682483212785817,1.4606733225858055,5.692546379954756,6.932201156854208
17.383137616441328,10.750976757488296,5.7630039781309685,5.763003978130969,10.750976757488296,14.748754916691077,3.733085734295104,9.085402699030595,6.7433004774276295,8.870335479235,12.517432207523344,4.240762981469704,6.834770773904362,6.562227260576934,9.976224393342907,8.38997932207783,10.59618426288234,4.360506666728776,5.874582880993962,5.258068296470477,8.857306005354312,9.00669593220616,9.473776990920438,7.121977438015857,8.188620131031746,7.717707797676582,1.9664409319149585,0.5067485685244056,1.7017810214841367,6.092640639268067,7.353792277541423
18.209306240276916,11.149657684757038,6.149183243506035,6.149183243506036,11.149657684757038,15.547147216669163,4.316185505518168,9.501935826891282,7.131340765149092,9.271100016819261,13.290075217729644,4.822471996723065,7.26513497159485,6.954982499680162,10.381438171210403,8.793559867380772,11.34451871038999,4.939290228567759,6.315377374288981,5.655740990125412,9.263381378166569,9.413399814904128,10.21798578040506,7.530735515576328,8.599052337642991,8.411962101038549,2.321642398330545,0.7144988396578397,1.9511501005868914,6.48710788751209,7.766584002541284
